Timestamp,participacion,s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,claridad_preguntas,claridad_preguntas_comentario,pregunta_inapropiada,pregunta_inapropiada_comentario,preguntas_adicionales,preguntas_adicionales_sugerencias,comentario_extra,formacion_publica_vs_privada,¿Le parecieron claras todas las preguntas?.1,"En el caso de que haya respondido NO, ¿cuál/es no le parecieron CLARAS y por qué?.1",¿Cree que alguna pregunta es inapropiada?.1,"En el caso de que haya respondido SÍ, ¿cuál/es no le parecieron APROPIADAS y por qué?",¿Considera que se podrían hacer otras preguntas que aporten información valiosa a lo que se intenta estudiar?.1,"En el caso de que haya respondido SÍ, ¿cuál/es?.1",¿Le gustaría agregar otro comentario?.1,provincia_residencia,consentimiento_informado
2/25/2023 13:18:27,Sí,30.0,Masculino,1.6,Carrera de Especialización,,Lic. en Psicología,,38.0,"Ámbito Público (hospital u otro), Ámbito Privado",Sistémica,,,,,,7.0,6.0,5.0,3.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,,,,,,,,Pública,No,La escala likert es rara y hay una pregunta que le falta una escala (ponen hasta el 8 en el enunciado y solo ponen hasta el 7). ,No,,Sí,Si tuviste otro tipo de formación y tuviste que migrar hacía la basada en evidencia ,,Provincia de Buenos Aires,7.0
2/25/2023 13:49:00,Sí,31.0,Femenino,1.0,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,6.0,6.0,5.0,3.0,7.0,5.0,4.0,6.0,4.0,7.0,6.0,5.0,5.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,6.0,1.0,6.0,4.0,1.0,8.0,4.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 14:00:28,Sí,27.0,Femenino,2.0,Carrera de Especialización,,Lic. en Psicología,,6.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,7.0,5.0,1.0,7.0,7.0,4.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,8.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,1.0,7.0,4.0,7.0,6.0,1.0,1.0,5.0,,,,,,,,Privada,,,,,,,,Provincia de Buenos Aires,7.0
2/25/2023 14:03:09,Sí,31.0,Femenino,5.0,Carrera de Especialización,,Lic. en Psicología,,25.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia de Aceptación y Compromiso,,,7.0,7.0,7.0,2.0,6.0,7.0,3.0,7.0,5.0,4.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,0.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0,5.0,3.0,4.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,3.0,1.0,4.0,1.0,,,,,,,,Privada,,,,,,,,Neuquén,7.0
2/25/2023 14:05:49,Sí,26.0,Femenino,2.0,Carrera de Especialización,,Lic. en Psicología,,8.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,7.0,6.0,7.0,6.0,5.0,1.0,7.0,4.0,2.0,4.0,5.0,4.0,2.0,7.0,5.0,7.0,8.0,7.0,4.0,6.0,7.0,7.0,4.0,7.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,2.0,7.0,1.0,4.0,6.0,5.0,0.0,7.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 14:13:28,Sí,32.0,Femenino,2.0,Doctorado,,Lic. en Psicología,,14.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Analítico Funcional",,,7.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,7.0,4.0,7.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,1.0,7.0,2.0,7.0,5.0,7.0,7.0,7.0,1.0,7.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,1.0,0.0,3.0,,,,,,,,Privada,,,,,,,Investigo sobre costo-eficacia de tratamientos basados en evidencia,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 14:19:01,Sí,32.0,Femenino,1.6,Carrera de Especialización,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,4.0,5.0,2.0,2.0,5.0,5.0,6.0,7.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,,,,,,,,Privada,,,,,,,,Santa Fe,4.0
2/25/2023 14:22:22,Sí,27.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,6.0,3.0,0.0,5.0,7.0,5.0,6.0,1.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,0.0,6.0,5.0,7.0,7.0,7.0,0.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,6.0,4.0,1.0,7.0,4.0,,,,,,,,Pública,,,,,,,,Río Negro,7.0
2/25/2023 14:24:59,Sí,28.0,Femenino,1.4,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia Analítico Funcional",,,4.0,5.0,4.0,0.0,0.0,0.0,4.0,3.0,7.0,3.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,5.0,7.0,6.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,4.0,5.0,1.0,7.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,5.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 14:25:13,Sí,21.0,Femenino,0.1,Licenciatura de Grado,,Lic. en Psicología,,21.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,6.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,5.0,5.0,1.0,5.0,5.0,,,,,,,,Privada,,,,,,,,Provincia de Buenos Aires,6.0
2/25/2023 14:39:39,Sí,33.0,Femenino,8.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia cognitivo conductual ,,,7.0,6.0,6.0,5.0,1.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,4.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,6.0,0.0,4.0,,,,,,,,Privada,,,,,,,,Santiago del Estero,5.0
2/25/2023 14:47:16,Sí,43.0,Femenino,17.0,Máster,,Lic. en Psicología,,20.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia basada en Mindfulness",,,7.0,7.0,7.0,0.0,5.0,7.0,7.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,1.0,0.0,7.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,,,,,,,,Pública,,,,,,,,Córdoba,7.0
2/25/2023 14:53:44,Sí,27.0,Femenino,2.9,Posgrado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,1.0,4.0,2.0,1.0,3.0,5.0,7.0,4.0,7.0,7.0,7.0,5.0,5.0,6.0,0.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,1.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/25/2023 15:01:08,Sí,28.0,Masculino,1.4,Licenciatura de Grado,Licenciatura en Psicología ,Lic. en Psicología,,12.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,4.0,7.0,4.0,0.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,0.0,4.0,1.0,1.0,0.0,4.0,,,,,,,,Privada,,,,,,,,Santa Fe,7.0
2/25/2023 15:03:33,Sí,39.0,Masculino,10.0,Máster,,Lic. en Psicología,,45.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia Dialéctico Conductual, Constructivista",,,3.0,7.0,7.0,3.0,7.0,1.0,7.0,5.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,,,,,,,,Privada,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),3.0
2/25/2023 15:14:47,Sí,27.0,Femenino,1.8,Licenciatura de Grado,,Lic. en Psicología,,14.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,6.0,0.0,1.0,0.0,1.0,6.0,4.0,6.0,4.0,4.0,7.0,2.0,5.0,7.0,5.0,6.0,0.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,1.0,5.0,5.0,7.0,6.0,6.0,7.0,2.0,3.0,4.0,3.0,7.0,3.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/25/2023 15:30:00,Sí,33.0,Masculino,5.1,Máster,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,6.0,5.0,6.0,5.0,0.0,6.0,7.0,5.0,6.0,6.0,7.0,3.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,3.0,5.0,6.0,2.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,,,,,,,,Privada,,,,,,,,Mendoza,7.0
2/25/2023 15:36:25,Sí,31.0,Masculino,2.2,Licenciatura de Grado,,Lic. en Psicología,,4.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,4.0,6.0,4.0,3.0,1.0,7.0,7.0,5.0,5.0,6.0,7.0,2.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,2.0,0.0,2.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 15:38:27,Sí,29.0,Femenino,1.6,Carrera de Especialización,,Lic. en Psicología,,12.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso",,,6.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,6.0,7.0,4.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 15:54:11,Sí,31.0,Femenino,6.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,7.0,7.0,4.0,0.0,6.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,4.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,,,,,,,,Pública,,,,,,,,Catamarca,7.0
2/25/2023 15:57:30,Sí,42.0,Masculino,17.0,Carrera de Especialización,Especialista en Neuropsicologia clínica ,Lic. en Psicología,,35.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia de Aceptación y Compromiso,,,7.0,7.0,7.0,7.0,4.0,7.0,3.0,6.0,7.0,7.0,5.0,5.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,5.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,,,,,,,,Pública,,,,,,,,Córdoba,7.0
2/25/2023 16:26:27,Sí,32.0,Femenino,4.4,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Pscicocorporal,,,,,,4.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,0.0,4.0,0.0,4.0,4.0,8.0,8.0,8.0,8.0,4.0,1.0,8.0,0.0,,,,,,,,Pública,,,,,,,,Córdoba,7.0
2/25/2023 16:52:58,Sí,30.0,Masculino,0.5,Licenciatura de Grado,,Lic. en Psicología,,17.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia de Conducta,,,7.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,4.0,5.0,2.0,6.0,2.0,1.0,5.0,6.0,7.0,2.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,1.0,4.0,6.0,1.0,7.0,1.0,6.0,1.0,7.0,0.0,1.0,1.0,1.0,,,,,,,,Pública,,,,,,,NT <3,Provincia de Buenos Aires,1.0
2/25/2023 16:56:05,Sí,31.0,Masculino,3.0,Psicólogo + Cursos y formacion continua por cuenta propia,Psicólogo ,Psicólogo ,,27.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicodinámica",5.0,5.0,1.0,4.0,6.0,5.0,7.0,4.0,5.0,4.0,5.0,7.0,2.0,1.0,4.0,7.0,7.0,1.0,1.0,6.0,7.0,7.0,5.0,7.0,5.0,7.0,4.0,4.0,4.0,1.0,7.0,6.0,6.0,4.0,7.0,4.0,1.0,7.0,4.0,,,,,,,,Pública,,,,,,,"La formación universitaria está muy lejos de la ciencia, entonces empezar a conocer tratamientos basado en evidencia lleva mucho tiempo, esfuerzo y dinero.
Personalmente intento dirigirme cada vez más hacia prácticas con evidencia científica respaldatoria, pero no es fácil hacerlo al mismo tiempo que uno trabaja. En mi caso comienzo investigando desde distintas fuentes de acuerdo a las problemáticas con las que me encuentro en el consultorio, sobre todo cuando veo que me encuentro con faltas de herramientas para ayudar a determinados pacientes.",Santa Fe,2.0
2/25/2023 17:43:18,Sí,28.0,Femenino,3.6,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,5.0,4.0,1.0,5.0,3.0,5.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,,,,,,,,Privada,,,,,,,,Provincia de Buenos Aires,6.0
2/25/2023 18:02:12,Sí,42.0,Femenino,4.0,Carrera de Especialización,,Lic. en Psicología,,20.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Humanista, Terapias Cognitivas/Comportamentales",6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,6.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,,,,,,Privada,,,,,,,,Mendoza,7.0
2/25/2023 18:03:06,Sí,36.0,Masculino,13.0,Doctorado,,Lic. en Psicología,,13.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,6.0,5.0,5.0,5.0,2.0,4.0,7.0,1.0,1.0,4.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,0.0,3.0,5.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),6.0
2/25/2023 18:04:45,Sí,34.0,Femenino,9.0,Carrera de Especialización,,Psicóloga ,,55.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia basada en Mindfulness, Terapia Interpersonal",,,6.0,7.0,3.0,3.0,2.0,5.0,5.0,3.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,5.0,3.0,4.0,2.0,4.0,5.0,0.0,4.0,3.0,3.0,0.0,2.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,4.0,,,,,,,,Pública,,,,,,,,Santa Fe,6.0
2/25/2023 18:49:01,Sí,46.0,Femenino,20.0,Carrera de Especialización,,Lic. en Psicología,,12.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,5.0,5.0,0.0,1.0,7.0,6.0,1.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,1.0,6.0,5.0,6.0,7.0,8.0,8.0,2.0,2.0,7.0,6.0,8.0,6.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 19:31:50,Sí,34.0,Masculino,3.0,Residencia completa,Residencia completa de Salud Mental Comunitaria / Residencia completa de Epidemiología ,Lic. en Psicología,,10.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso",,,6.0,5.0,3.0,1.0,2.0,6.0,3.0,1.0,7.0,1.0,4.0,6.0,3.0,1.0,7.0,6.0,7.0,1.0,6.0,7.0,7.0,7.0,3.0,7.0,6.0,6.0,4.0,2.0,2.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,7.0,1.0,,,,,,,,Pública,,,,,,,,Chubut,6.0
2/25/2023 20:59:28,Sí,39.0,Masculino,7.0,Carrera de Especialización,,Lic. en Psicología,,18.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,5.0,7.0,7.0,4.0,1.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,7.0,4.0,7.0,5.0,7.0,7.0,7.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,,,,,,,Privada,,,,,,,No,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 22:15:37,Sí,25.0,Femenino,0.9,Licenciatura de Grado,,Lic. en Psicología,,8.0,"Ámbito Público (hospital u otro), Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia basada en Mindfulness",,,7.0,6.0,4.0,2.0,3.0,7.0,4.0,7.0,5.0,6.0,4.0,7.0,6.0,7.0,7.0,4.0,7.0,1.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,3.0,5.0,4.0,6.0,6.0,1.0,3.0,6.0,,,,,,,,Privada,,,,,,,,Provincia de Buenos Aires,5.0
2/25/2023 22:27:39,Sí,36.0,Femenino,5.0,Carrera de Especialización,,Lic. en Psicología,,5.0,Ámbito Privado,Sistémica,,,,,,7.0,7.0,7.0,4.0,4.0,5.0,5.0,7.0,5.0,0.0,7.0,7.0,7.0,4.0,5.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,7.0,1.0,1.0,4.0,1.0,7.0,1.0,,,,,,,,Pública,,,,,,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/26/2023 1:42:38,Sí,29.0,Femenino,4.0,Carrera de Especialización,Lic en Psicologia ,Lic. en Psicología,,7.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,Terapia de Aceptación y Compromiso,,,7.0,0.0,7.0,0.0,7.0,7.0,5.0,0.0,7.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,5.0,0.0,1.0,4.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,Pública,,,,,,,,Entre Ríos,3.0
2/26/2023 8:25:27,Sí,34.0,Femenino,8.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,5.0,7.0,7.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,7.0,7.0,2.0,4.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,7.0,7.0,7.0,4.0,6.0,4.0,0.0,6.0,1.0,6.0,1.0,4.0,2.0,1.0,0.0,1.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/26/2023 10:27:18,Sí,61.0,Femenino,30.0,Máster,PSIOANALISIS,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,7.0,6.0,6.0,2.0,1.0,1.0,4.0,7.0,7.0,7.0,4.0,5.0,5.0,7.0,4.0,7.0,5.0,4.0,7.0,7.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/26/2023 14:29:00,Sí,27.0,Femenino,1.8,Licenciatura de Grado,,Lic. en Psicología,,12.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,Terapia de Conducta,,,6.0,1.0,5.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,4.0,1.0,7.0,1.0,7.0,1.0,4.0,3.0,1.0,0.0,1.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/26/2023 17:52:11,Sí,28.0,Femenino,0.3,Licenciatura de Grado,,Lic. en Psicología,,3.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,4.0,0.0,7.0,4.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,7.0
2/27/2023 0:09:53,Sí,34.0,Femenino,3.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia Dialéctico Conductual",,,7.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,5.0,3.0,3.0,5.0,3.0,3.0,7.0,4.0,6.0,6.0,6.0,7.0,4.0,4.0,3.0,8.0,6.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,6.0,3.0,1.0,8.0,2.0,,,,,,,,Pública,,,,,,,,Provincia de Buenos Aires,6.0
